kurum_id,kurum_adi,kurum_tipi,il_kodu,il_adi,ilce_adi,adres,telefon,koordinat_lat,koordinat_lon,web_sitesi,veri_kaynagi,son_guncelleme
,T.C. Sağlık Bakanlığı Kula Devlet Hastanesi,Devlet Hastanesi,45,Mani̇sa,Kula,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Salihli Devlet Hastanesi,Devlet Hastanesi,45,Mani̇sa,Sali̇hli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Demirci Devlet Hastanesi,Devlet Hastanesi,45,Mani̇sa,Demi̇rci̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gördes Devlet Hastanesi,Devlet Hastanesi,45,Mani̇sa,Gördes,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kırkağaç Devlet Hastanesi,Devlet Hastanesi,45,Mani̇sa,Kirkağaç,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Alaşehir Devlet Hastanesi,Devlet Hastanesi,45,Mani̇sa,Alaşehi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Manisa Ruh Sağlığı ve Hastalıkları Hastanesi,Devlet Hastanesi,45,Mani̇sa,Şehzadeler,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sarıgöl Devlet Hastanesi,Devlet Hastanesi,45,Mani̇sa,Sarigöl,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Akhisar Mustafa Kirazoğlu Devlet Hastanesi,Devlet Hastanesi,45,Mani̇sa,Akhi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Saruhanlı Devlet Hastanesi,Devlet Hastanesi,45,Mani̇sa,Saruhanli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Manisa Merkezefendi Devlet Hastanesi,Devlet Hastanesi,45,Mani̇sa,Yunusemre,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Manisa Şehir Hastanesi,Devlet Hastanesi,45,Mani̇sa,Şehzadeler,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gölmarmara İlçe Devlet Hastanesi,Devlet Hastanesi,45,Mani̇sa,Gölmarmara,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ahmetli İlçe Devlet Hastanesi,Devlet Hastanesi,45,Mani̇sa,Ahmetli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Köprübaşı İlçe Devlet Hastanesi,Devlet Hastanesi,45,Mani̇sa,Köprübaşi,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Midyat Devlet Hastanesi,Devlet Hastanesi,47,Mardi̇n,Mi̇dyat,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Nusaybin Devlet Hastanesi,Devlet Hastanesi,47,Mardi̇n,Nusaybi̇n,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Derik Devlet Hastanesi,Devlet Hastanesi,47,Mardi̇n,Deri̇k,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kızıltepe Devlet Hastanesi,Devlet Hastanesi,47,Mardi̇n,Kiziltepe,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Mardin Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,47,Mardi̇n,Artuklu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Mazıdağı İlçe Devlet Hastanesi,Devlet Hastanesi,47,Mardi̇n,Mazidaği,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Dargeçit İlçe Devlet Hastanesi,Devlet Hastanesi,47,Mardi̇n,Dargeçi̇t,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Savur Prof. Dr. Aziz Sancar İlçe Devlet Hastanesi,Devlet Hastanesi,47,Mardi̇n,Savur,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ömerli İlçe Devlet Hastanesi,Devlet Hastanesi,47,Mardi̇n,Ömerli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Mersin Şehir Hastanesi,Devlet Hastanesi,33,Mersi̇n,Toroslar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tarsus Devlet Hastanesi,Devlet Hastanesi,33,Mersi̇n,Tarsus,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gülnar Devlet Hastanesi,Devlet Hastanesi,33,Mersi̇n,Gülnar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Mut Devlet Hastanesi,Devlet Hastanesi,33,Mersi̇n,Mut,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Silifke Devlet Hastanesi,Devlet Hastanesi,33,Mersi̇n,Si̇li̇fke,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Erdemli Devlet Hastanesi,Devlet Hastanesi,33,Mersi̇n,Erdemli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Anamur Devlet Hastanesi,Devlet Hastanesi,33,Mersi̇n,Anamur,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Mersin Aydıncık Devlet Hastanesi,Devlet Hastanesi,33,Mersi̇n,Aydincik,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Mersin Ağız Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,33,Mersi̇n,Akdeni̇z,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Toros Devlet Hastanesi,Devlet Hastanesi,33,Mersi̇n,Akdeni̇z,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bozyazı Devlet Hastanesi,Devlet Hastanesi,33,Mersi̇n,Bozyazi,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çamlıyayla İlçe Devlet Hastanesi,Devlet Hastanesi,33,Mersi̇n,Çamliyayla,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Muğla Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,48,Muğla,Menteşe,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ortaca Devlet Hastanesi,Devlet Hastanesi,48,Muğla,Ortaca,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yatağan Devlet Hastanesi,Devlet Hastanesi,48,Muğla,Yatağan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Marmaris Devlet Hastanesi,Devlet Hastanesi,48,Muğla,Marmari̇s,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Milas Devlet Hastanesi,Devlet Hastanesi,48,Muğla,Mi̇las,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Köyceğiz Devlet Hastanesi,Devlet Hastanesi,48,Muğla,Köyceği̇z,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bodrum Devlet Hastanesi,Devlet Hastanesi,48,Muğla,Bodrum,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Datça Devlet Hastanesi,Devlet Hastanesi,48,Muğla,Datça,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Fethiye Devlet Hastanesi,Devlet Hastanesi,48,Muğla,Fethi̇ye,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Dalaman Devlet Hastanesi,Devlet Hastanesi,48,Muğla,Dalaman,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Menteşe Devlet Hastanesi,Devlet Hastanesi,48,Muğla,Menteşe,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Marmaris Nedip Cengiz Eker Devlet Hastanesi,Devlet Hastanesi,48,Muğla,Marmari̇s,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kavaklıdere İlçe Devlet Hastanesi,Devlet Hastanesi,48,Muğla,Kavaklidere,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Varto Devlet Hastanesi,Devlet Hastanesi,49,Muş,Varto,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bulanık Devlet Hastanesi,Devlet Hastanesi,49,Muş,Bulanik,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hasköy Devlet Hastanesi,Devlet Hastanesi,49,Muş,Hasköy,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Malazgirt Devlet Hastanesi,Devlet Hastanesi,49,Muş,Malazgi̇rt,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Muş Devlet Hastanesi,Devlet Hastanesi,49,Muş,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Korkut İlçe Devlet Hastanesi,Devlet Hastanesi,49,Muş,Korkut,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ürgüp Devlet Hastanesi,Devlet Hastanesi,50,Nevşehi̇r,Ürgüp,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Nevşehir Devlet Hastanesi,Devlet Hastanesi,50,Nevşehi̇r,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kozaklı Fizik Tedavi ve Rehabilitasyon Hastanesi,Devlet Hastanesi,50,Nevşehi̇r,Kozakli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gülşehir İlçe Devlet Hastanesi,Devlet Hastanesi,50,Nevşehi̇r,Gülşehi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Derinkuyu İlçe Devlet Hastanesi,Devlet Hastanesi,50,Nevşehi̇r,Deri̇nkuyu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Acıgöl İlçe Devlet Hastanesi,Devlet Hastanesi,50,Nevşehi̇r,Acigöl,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hacıbektaş İlçe Devlet Hastanesi,Devlet Hastanesi,50,Nevşehi̇r,Hacibektaş,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Avanos İlçe Devlet Hastanesi,Devlet Hastanesi,50,Nevşehi̇r,Avanos,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Niğde Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,51,Ni̇ğde,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bor Fizik Tedavi ve Rehabilitasyon Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,51,Ni̇ğde,Bor,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bor Devlet Hastanesi,Devlet Hastanesi,51,Ni̇ğde,Bor,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ulukışla İlçe Devlet Hastanesi,Devlet Hastanesi,51,Ni̇ğde,Ulukişla,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çiftlik İlçe Devlet Hastanesi,Devlet Hastanesi,51,Ni̇ğde,Çi̇ftli̇k,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çamardı İlçe Devlet Hastanesi,Devlet Hastanesi,51,Ni̇ğde,Çamardi,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Altunhisar İlçe Devlet Hastanesi,Devlet Hastanesi,51,Ni̇ğde,Altunhi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ordu Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,52,Ordu,Altinordu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ünye Devlet Hastanesi,Devlet Hastanesi,52,Ordu,Ünye,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gölköy Devlet Hastanesi,Devlet Hastanesi,52,Ordu,Gölköy,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Akkuş Devlet Hastanesi,Devlet Hastanesi,52,Ordu,Akkuş,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Aybastı Devlet Hastanesi,Devlet Hastanesi,52,Ordu,Aybasti,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Fatsa Devlet Hastanesi,Devlet Hastanesi,52,Ordu,Fatsa,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ordu Devlet Hastanesi,Devlet Hastanesi,52,Ordu,Altinordu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Korgan Devlet Hastanesi,Devlet Hastanesi,52,Ordu,Korgan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Perşembe İlçe Devlet Hastanesi,Devlet Hastanesi,52,Ordu,Perşembe,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ordu Ulubey İlçe Devlet Hastanesi,Devlet Hastanesi,52,Ordu,Ulubey,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gürgentepe İlçe Devlet Hastanesi,Devlet Hastanesi,52,Ordu,Gürgentepe,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kumru Devlet Hastanesi,Devlet Hastanesi,52,Ordu,Kumru,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Mesudiye İlçe Devlet Hastanesi,Devlet Hastanesi,52,Ordu,Mesudi̇ye,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Osmaniye Devlet Hastanesi,Devlet Hastanesi,80,Osmani̇ye,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kadirli Devlet Hastanesi,Devlet Hastanesi,80,Osmani̇ye,Kadi̇rli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Düziçi Devlet Hastanesi,Devlet Hastanesi,80,Osmani̇ye,Düzi̇çi̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bahçe Fizik Tedavi ve Rehabilitasyon Hastanesi,Devlet Hastanesi,80,Osmani̇ye,Bahçe,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Toprakkale İlçe Devlet Hastanesi,Devlet Hastanesi,80,Osmani̇ye,Toprakkale,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Rize Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,53,Ri̇ze,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çayeli İshakoğlu Devlet Hastanesi,Devlet Hastanesi,53,Ri̇ze,Çayeli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Fındıklı Devlet Hastanesi,Devlet Hastanesi,53,Ri̇ze,Findikli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Güneysu Tenzile Erdoğan İlçe Devlet Hastanesi,Devlet Hastanesi,53,Ri̇ze,Güneysu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kaçkar Devlet Hastanesi,Devlet Hastanesi,53,Ri̇ze,Pazar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Rize Devlet Hastanesi,Devlet Hastanesi,53,Ri̇ze,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İyidere Mukaddes Kalkavan İlçe Devlet Hastanesi,Devlet Hastanesi,53,Ri̇ze,İyi̇dere,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İkizdere Hakkı-Emine Ekşi İlçe Devlet Hastanesi,Devlet Hastanesi,53,Ri̇ze,İki̇zdere,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çamlıhemşin İlçe Devlet Hastanesi,Devlet Hastanesi,53,Ri̇ze,Çamlihemşi̇n,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kalkandere Şaban Cengiz İlçe Devlet Hastanesi,Devlet Hastanesi,53,Ri̇ze,Kalkandere,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sakarya Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,54,Sakarya,Adapazari,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Karasu Devlet Hastanesi,Devlet Hastanesi,54,Sakarya,Karasu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Geyve Devlet Hastanesi,Devlet Hastanesi,54,Sakarya,Geyve,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hendek Devlet Hastanesi,Devlet Hastanesi,54,Sakarya,Hendek,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sakarya Sadıka Sabancı Devlet Hastanesi,Devlet Hastanesi,54,Sakarya,Ari̇fi̇ye,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Serdivan Devlet Hastanesi,Devlet Hastanesi,54,Sakarya,Serdi̇van,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Akyazı Devlet Hastanesi,Devlet Hastanesi,54,Sakarya,Akyazi,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Pamukova Devlet Hastanesi,Devlet Hastanesi,54,Sakarya,Pamukova,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yenikent Devlet Hastanesi,Devlet Hastanesi,54,Sakarya,Adapazari,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sakarya Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,54,Sakarya,Serdi̇van,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kocaali İlçe Devlet Hastanesi,Devlet Hastanesi,54,Sakarya,Kocaali̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kaynarca Şehit Gökhan Ayder İlçe Devlet Hastanesi,Devlet Hastanesi,54,Sakarya,Kaynarca,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sapanca İlçe Devlet Hastanesi,Devlet Hastanesi,54,Sakarya,Sapanca,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ferizli İlçe Devlet Hastanesi,Devlet Hastanesi,54,Sakarya,Feri̇zli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Taraklı İlçe Devlet Hastanesi,Devlet Hastanesi,54,Sakarya,Tarakli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Samsun Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,55,Samsun,İlkadim,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Vezirköprü Devlet Hastanesi,Devlet Hastanesi,55,Samsun,Vezi̇rköprü,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Terme Devlet Hastanesi,Devlet Hastanesi,55,Samsun,Terme,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Havza Devlet Hastanesi,Devlet Hastanesi,55,Samsun,Havza,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kavak Devlet Hastanesi,Devlet Hastanesi,55,Samsun,Kavak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ladik Devlet Hastanesi,Devlet Hastanesi,55,Samsun,Ladi̇k,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Alaçam Devlet Hastanesi,Devlet Hastanesi,55,Samsun,Alaçam,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bafra Devlet Hastanesi,Devlet Hastanesi,55,Samsun,Bafra,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çarşamba Devlet Hastanesi,Devlet Hastanesi,55,Samsun,Çarşamba,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Samsun Ruh Sağlığı ve Hastalıkları Hastanesi,Devlet Hastanesi,55,Samsun,İlkadim,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Samsun Fiziksel Tıp Rehabilitasyon Hastalıkları Hastanesi,Devlet Hastanesi,55,Samsun,İlkadim,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Samsun Ayvacık Devlet Hastanesi,Devlet Hastanesi,55,Samsun,Ayvacik,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Samsun Gazi Devlet Hastanesi,Devlet Hastanesi,55,Samsun,İlkadim,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Asarcık İlçe Devlet Hastanesi,Devlet Hastanesi,55,Samsun,Asarcik,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı 19 Mayıs İlçe Devlet Hastanesi,Devlet Hastanesi,55,Samsun,Ondokuz Mayis,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Salıpazarı İlçe Devlet Hastanesi,Devlet Hastanesi,55,Samsun,Salipazari,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Samsun Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,55,Samsun,İlkadim,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Siirt Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,56,Si̇i̇rt,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kurtalan Devlet Hastanesi,Devlet Hastanesi,56,Si̇i̇rt,Kurtalan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Baykan Devlet Hastanesi,Devlet Hastanesi,56,Si̇i̇rt,Baykan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Eruh Devlet Hastanesi,Devlet Hastanesi,56,Si̇i̇rt,Eruh,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Pervari Devlet Hastanesi,Devlet Hastanesi,56,Si̇i̇rt,Pervari̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şirvan İlçe Devlet Hastanesi,Devlet Hastanesi,56,Si̇i̇rt,Şi̇rvan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Boyabat 75.Yıl Devlet Hastanesi,Devlet Hastanesi,57,Si̇nop,Boyabat,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Durağan Şehit Hakan Tanrıkulu Devlet Hastanesi,Devlet Hastanesi,57,Si̇nop,Durağan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
